,label,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20
0,1,2.400647003549285,0.8104669970688553,0.8904854517005436,2.876323268573887,-0.20169321617392516,1.3406620197652055,-0.7135665960008594,-1.9625086043386644,-2.1454095944994402,1.001470625787824,1.249458735838894,-1.7400914225886475,-0.7965376526823715,-0.0971847738813824,-0.29049836975729026,-0.8423979832141664,-0.26056424810437345,0.15476567925178625,1.2861505839207297,0.46459697486920193
1,0,-4.950410921550711,-1.8419364302466636,3.1131645823412777,-8.725528011046148,1.7793613233288923,-4.3986898661226075,-4.850836498294605,0.22202543098743846,0.5933506388915997,3.258047064011668,-2.912148727467976,1.7532063220984946,-1.448535540440948,5.706732368452958,-0.9236604410079873,-3.7827158779525507,3.2302226967864462,0.032501861522906815,1.2425101552725444,-1.6672268839449327
2,0,-6.7254885968970886,-6.7291684977186135,-0.785141457847464,-8.5532682272353,-0.5380089308174824,-4.606925119354638,-5.409361219489111,3.0508471494110796,2.2929321795250974,0.0816085839332465,-6.046430792196586,-2.824603083789017,-2.854133714264477,5.976062936445623,-2.75776059822137,0.15491022787159506,6.105089878053413,0.40488911245996734,-0.48471801325926595,-5.106409172724516
3,1,-3.5311682044590977,2.4866468490523563,-1.2268359254978887,0.6083705720954674,-1.1135684576457838,2.3124209717118775,-0.3652724005243423,-2.6112366615130167,-1.2557282222850936,-0.7382443374924815,0.18836777326552856,1.7300805715585186,2.3938503598249325,-2.271566981419969,-1.7794647612781969,3.3709785503296064,1.4715353033663077,-3.0722147939162743,3.1346861218510673,-1.1001494777719738
4,1,0.290140360686116,-1.0067217466016825,-1.2699135372839274,2.1413399733290595,0.021300450145223627,-1.0313551320746521,0.4184516910733377,-1.443209752248593,-1.0121738568880458,0.9636058789899723,0.2439053354970498,0.9674765446505371,2.7089349728670533,-1.3585288889347247,1.4902914786189572,0.43627904731202793,-0.1415982482173297,-4.003198306711773,1.1824024577394208,-0.25455735115454
5,1,6.870479348449434,3.610733992163785,-0.07501025983044116,2.809111434893137,-1.8317929777495245,3.0156795969246595,0.17070097890952987,-4.498493056278059,-0.5867782966699753,2.5131420432076843,2.628295595208439,4.080544294357716,3.631607287644893,-5.360536170865571,0.5795140075147909,3.349266076967098,0.4398547435111046,-4.1030558942805815,0.4006021499493107,-1.2245515055683804
6,0,0.11409139772780774,-2.3763179189165085,0.19678586149231023,-0.35332044906368043,1.7602172305872974,1.0365204926847666,0.47420542997595166,-0.9728865735241912,0.13665344266798776,-1.4812249252629033,-0.7998787921034849,-2.8269686445551967,-1.0978835097210804,5.642969725371951,-0.2006532876566399,0.21873252344532343,1.531845447788042,2.375895093478129,-0.17720110903135286,-0.9359613493456346
7,0,-3.0312144532321734,-1.4968562687796663,3.209310451218506,3.830932446759466,-1.810789435735873,2.1302338907622134,-0.12688885159020594,-3.8936332768018307,3.5621253242615123,-3.44016701364866,-0.3972437271325775,-3.2203292877551224,-1.79654494046369,4.261611687399577,1.3305504708358311,-1.3236123392390804,-0.9132071415513305,3.563992780759594,1.0368084790610252,2.5537321380308806
8,0,-4.870214392654264,-1.951191867038797,0.7598012728164542,-0.8392868584946552,0.3768800039015171,0.12093228121090428,-0.9919256064008128,-2.316898286121929,0.10180173341535864,1.4650964325659481,-2.102521911013038,0.05677900736821663,-6.070838265003165,3.1116763262189755,-0.2753040839903792,-4.1090116872561655,0.062471867978636006,0.777914836032849,-0.40838037495519725,3.8349821866723124
9,0,0.5655202971838449,4.210217238813882,0.7624270485084319,1.4248509696260838,0.9193490237446278,2.284211254105747,0.29437210261257046,-2.6527392681114543,0.8077578951586178,-2.0489858331916815,2.0783326443964127,3.189939455690712,-0.8586367506583349,1.6540815380115543,0.4110374568649359,0.13632606554922544,-2.964836628697064,-1.6499640759723861,0.6146008206406269,2.0213533117956506
10,1,2.7482506286931634,2.0911268969104455,-1.2339715645707383,2.3048029254802658,-2.3238545881345885,-0.0008580165820666632,1.4906542472697295,-0.4343200798703901,-0.22390494177228581,1.9354402042279917,1.555610795764531,0.346770590162236,3.228187230348301,-1.770600709843423,0.30278562811869897,2.032670859512783,1.9569531203729063,-3.557682609318704,0.5161509275990189,-2.1938373379283402
11,1,2.1538401557337363,2.1398729208594895,-1.6212216002958981,5.950756120869801,-2.9909148705193505,2.474257603054478,2.9830049294254595,-3.8185917386520263,-2.994148055348436,3.004408511579308,1.4879798910737536,0.7076697480359604,3.743224724159646,-2.2761893095061008,-0.5820695939549246,2.9147299759845624,1.0241317798534046,-3.772378319113583,2.7549806145392775,-0.05892966021926572
12,0,0.05801962957346229,-2.460444719397191,0.6375792704394921,-1.0985902605961124,-0.7675730928220695,-0.2860001671605991,-2.327564844870009,0.3144190030938537,2.080520328160142,-1.632883208667234,-0.25251710370541924,-0.8646824161761555,-1.5691379675771868,1.968438862252226,-2.6809327594690084,0.43236450873915855,-2.4085664035941647,5.706659668292822,-0.9042309890878707,0.4943340599778793
13,1,1.0633490702674329,2.554284861690915,0.662419706519213,-2.372823604140851,-2.285737345594263,-1.1381154750277704,-1.4712891599071274,2.2397837594219094,4.31970906061738,1.066051596371014,0.8365324684115589,-3.661724142488718,10.655764609923377,-1.3265694303999331,3.5999162617257237,1.6102524521463952,6.026642576535175,-5.257392033864445,1.5900557187283864,-8.632715347413976
